Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Raqui,@eiiraraquel,"https://pbs.twimg.com/media/GNFTPFpboAgIryG?format=jpg&name=small, https://pbs.twimg.com/media/GNFTPFpboAgIryG?format=jpg&name=small",,,,14,https://twitter.com/eiiraraquel/status/1788371661491667409,https://twitter.com/eiiraraquel,Mi hombre mi marido,1h,2024-05-09T00:53:25.000Z
Jaime Villanueva H,@yimiherrera,"https://pbs.twimg.com/media/GMqhnBIWIAAWRNj?format=jpg&name=small, https://pbs.twimg.com/media/GMqhnBIWIAAWRNj?format=jpg&name=small",,,,12,https://twitter.com/yimiherrera/status/1786417899432759616,https://twitter.com/yimiherrera,Asco dan ustedes que dañan la imagen del país un hombre condenado,3 may.,2024-05-03T15:29:51.000Z
Lettaick,@lettaick,"https://pbs.twimg.com/media/GM3DzIMWIAANE_g?format=jpg&name=360x360, https://pbs.twimg.com/media/GM3DzIMWIAANE_g?format=jpg&name=360x360",,,,70,https://twitter.com/lettaick/status/1787299931062935669,https://twitter.com/lettaick,"Te la dedico a ti Zodyl papichulo hermoso, mi hombre, mi pilar mi batería, la luz de mi oscuridad, mi todo",5 may.,2024-05-06T01:54:44.000Z
Cordelia,@cooooordelia,https://pbs.twimg.com/ext_tw_video_thumb/1680716642970644482/pu/img/11dVkFd_0pb7rU_O.jpg,3,16,4,1 mil,https://twitter.com/cooooordelia/status/1787891934427549784,https://twitter.com/cooooordelia,"Con todos los comentarios que he visto sobre los nuevos diputados, creo que están cayendo un poco en el acoso niñes, de verdad no pueden ver un hombre medianamente guapo porque… mejor no lo digo.",7 may.,2024-05-07T17:07:09.000Z
Radio Panamá,@radiopanama,"https://pbs.twimg.com/ext_tw_video_thumb/1788293764953296896/pu/img/iIIIbrX6JJkWw2GB.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1788293764953296896/pu/img/iIIIbrX6JJkWw2GB.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1788293764953296896/pu/img/iIIIbrX6JJkWw2GB.jpg",1,4,,883,https://twitter.com/radiopanama/status/1788293794728743058,https://twitter.com/radiopanama,"#EsViral Un hombre en Brasil, insistía en regresar a su casa inundada, para salvar a los que llamaba sus cuatro hijos. Conmovió a todos cuando regresó y  los rescatistas se percataron que había vuelto a salvar a sus perros que habían quedado atrapados en la casa.

#RadioPanama",6h,2024-05-08T19:44:00.000Z
El Zhamu,@YoSoyZhamu_,https://pbs.twimg.com/ext_tw_video_thumb/1787872272885182464/pu/img/T4UGX7A9X2k3I2GD.jpg,,5,,356,https://twitter.com/YoSoyZhamu_/status/1788097923554640081,https://twitter.com/YoSoyZhamu_,"Yo haría lo mismo, sea hombre, mujer, perro, extraterrestre, elle, lo que verga quieran, nadie intenta lastimar a mi hijo en mi cara.",19h,2024-05-08T06:45:40.000Z
Noticias En Desarrollo,@NEndesarrollo,https://pbs.twimg.com/ext_tw_video_thumb/1788170539023966208/pu/img/kjBsPqzLuXNiUYdy.jpg,,5,,240,https://twitter.com/NEndesarrollo/status/1788170588730654892,https://twitter.com/NEndesarrollo,"| Un hombre logró rescatar a sus cuatro perros durante las graves inundaciones que azotan Brasil.

#Noticias #Brasil #News #Breaking",14h,2024-05-08T11:34:25.000Z
Facultad de Ingeniería de Sistemas Computacionales,@utpfisc,"https://pbs.twimg.com/media/GNEUaS7WcAEbXMj?format=jpg&name=small, https://pbs.twimg.com/media/GNEUaS7WcAEbXMj?format=jpg&name=small",3,6,,454,https://twitter.com/utpfisc/status/1788232974464332261,https://twitter.com/utpfisc,"Vacante
Empresa: El Hombre de la Mancha, S. A.
Contacto:  Angélica Rivera | Jefe de Recursos Humanos
Teléfono: +(507) 202-4356
Interesados enviar Hoja de Vida a: comercial@hombredelamancha.com",10h,2024-05-08T15:42:19.000Z
Diario Critica.Pa,@criticaenlinea,"https://pbs.twimg.com/ext_tw_video_thumb/1787941893017321472/pu/img/iVmDWhBaHHUQF1S3.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1787941893017321472/pu/img/iVmDWhBaHHUQF1S3.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1787941893017321472/pu/img/iVmDWhBaHHUQF1S3.jpg",13,12,,6 mil,https://twitter.com/criticaenlinea/status/1787943092236046763,https://twitter.com/criticaenlinea,"El cuerpo sin vida de un hombre se encuentra tirado cerca a una vereda de la calle segunda en los Pilones #1 detrás de Plaza La Doña en Tocumen.
El hombre recibió múltiples disparos por parte de desconocidos. 
La Policía ya está en el sitio. 
#EnDesarrollo Video: Landro Ortiz",7 may.,2024-05-07T20:30:26.000Z
Gregfotos,@Gregfotos1,"https://pbs.twimg.com/tweet_video_thumb/GM1GvgrWYAA6Ubh.jpg, https://pbs.twimg.com/tweet_video_thumb/GM1GvgrWYAA6Ubh.jpg, https://pbs.twimg.com/tweet_video_thumb/GM1GvgrWYAA6Ubh.jpg",,1,1,68,https://twitter.com/Gregfotos1/status/1787162416268099661,https://twitter.com/Gregfotos1,"Recordemos y tengamos muy pero muy en claro, que Israel no depende de hombre alguno si no del Dios creador , solo y únicamente del todo poderoso, Dios de Israel",5 may.,2024-05-05T16:48:18.000Z
El Siglo de Panamá,@elsiglodigital,"https://pbs.twimg.com/media/GMuyBJfXcAASxKS?format=jpg&name=small, https://pbs.twimg.com/media/GMuyBJfXcAASxKS?format=jpg&name=small",8,8,,591,https://twitter.com/elsiglodigital/status/1786717412596777336,https://twitter.com/elsiglodigital,"Capturan a hombre en San Joaquín por robo e intento de homicidio https://buff.ly/3y3LZeB
#ESLaRoja",4 may.,2024-05-04T11:20:01.000Z
Piquecantropus!,@piquecantropus,"https://pbs.twimg.com/media/GMmxZ1jXoAEuK7t?format=jpg&name=900x900, https://pbs.twimg.com/media/GMmxZ1jXoAEuK7t?format=jpg&name=900x900",,1,,974,https://twitter.com/piquecantropus/status/1786153789726019784,https://twitter.com/piquecantropus,"Así funcionan, estos pseudo periodistas, ayer el hizo la misma primicia de que el hombre seguía siendo candidato y le hice el mismo comentario que si es correcto publicar estas cosas legales antes de….  Y bueno, la reacción infantil y poco seria es bloquearte, creen que por que…",2 may.,2024-05-02T22:00:23.000Z
Diario Critica.Pa,@criticaenlinea,https://pbs.twimg.com/media/GM6T_X_W0AA0F3m?format=jpg&name=small,5,13,1,1 mil,https://twitter.com/criticaenlinea/status/1787529241183105505,https://twitter.com/criticaenlinea,"#InsólitoCri Aunque suene una historia de fantasía, en Colombia se pasea un milagro andante. Se trata de Euclides Mosquera, un hombre de 53 años, que ha mirado muchas veces a la muerte de frente y no ha perdido ninguna batalla.

 https://critica.com.pa/insolitas/hombre-ha-sobrevivido-14-mordeduras-de-serpiente-y-un-rayo-669578…",6 may.,2024-05-06T17:05:56.000Z
𝐀𝐋𝐅𝐑𝐄𝐑𝐓𝐕,@AlfreRtv1,"https://pbs.twimg.com/ext_tw_video_thumb/1786962377117736960/pu/img/p8xp483YkU6aXMPo.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1786962377117736960/pu/img/p8xp483YkU6aXMPo.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1786962377117736960/pu/img/p8xp483YkU6aXMPo.jpg",,1,,281,https://twitter.com/AlfreRtv1/status/1786962941431988470,https://twitter.com/AlfreRtv1,"》Le dan golpes y tiran a la basura a un hombre acusado de robar minutos antes en un evento de Madonna, en Río de Janeiro.",4 may.,2024-05-05T03:35:40.000Z
Ivan Ciganer Albéniz,@IvanCiganer,"https://pbs.twimg.com/media/GM295H4WAAA_q-B?format=jpg&name=small, https://pbs.twimg.com/media/GM295H4WAAA_q-B?format=jpg&name=small",1,5,2,288,https://twitter.com/IvanCiganer/status/1787293417887666453,https://twitter.com/IvanCiganer,Al 80% de las mesas escrutadas el Señor Mulino ya es presidente electo . @JoseRaulMulino es el presidente que necesita Panamá . Un hombre preparado para este trabajo tan importante.,5 may.,2024-05-06T01:28:51.000Z
"Díos, en tus manos pongo mi vida y mi destino.",@SusanaS26255320,"https://pbs.twimg.com/media/GMpvUjZXEAA-uWo?format=jpg&name=small, https://pbs.twimg.com/media/GMpvUjZXEAA-uWo?format=jpg&name=small",89,231,85,10 mil,https://twitter.com/SusanaS26255320/status/1786362605503656147,https://twitter.com/SusanaS26255320,"Vamos a rescatar a este hombre que les dió beca y Pc a los estudiabtes, 100 a los viejitos, el metro, calles digas, metro bus, aumento históricos a los mestros y Policías y mucho más... No permitamos que el PRD, Panameñismo o el falso mesias de Lombana sigan destruyeneo el País.",3 may.,2024-05-03T11:50:08.000Z
Mike Boloboski Ferreira,@MikeBoloboski,"https://pbs.twimg.com/media/GMfcY7TXYAA2o7m?format=jpg&name=900x900, https://pbs.twimg.com/media/GMfcY7TXYAA2o7m?format=jpg&name=900x900",,,1,60,https://twitter.com/MikeBoloboski/status/1785638100892278794,https://twitter.com/MikeBoloboski,"¿Renuncia tácita o táctica?
Jesús contestó: ""Uno de ustedes que acaba de comer de este plato conmigo me traicionará. Pues el Hijo del Hombre tiene que morir, tal como lo declararon las Escrituras hace mucho tiempo. ¡Pero qué terrible será para el que lo traiciona! ¡Para ese…",1 may.,2024-05-01T11:51:13.000Z
Procuraduría General de la Nación,@PGN_PANAMA,"https://pbs.twimg.com/media/GM_wBRKXMAASXge?format=jpg&name=small, https://pbs.twimg.com/media/GM_wBRKXMAASXge?format=jpg&name=small",,,,539,https://twitter.com/PGN_PANAMA/status/1788016719039979703,https://twitter.com/PGN_PANAMA,"Le ordenan la detención provisional a un hombre tras ingresar a un local comercial en David

https://ministeriopublico.gob.pa/notas-de-prensa/le-ordenan-la-detencion-provisional-a-un-hombre-tras-ingresar-a-un-local-comercial-en-david/…",7 may.,2024-05-08T01:23:00.000Z
Princesa,@princesa170492,,12,29,13,2 mil,https://twitter.com/princesa170492/status/1788236036297884003,https://twitter.com/princesa170492,"Me da risa la pandilla desean q mis hijos se vuelvan gays, como si eso fuera una desgracia, un castigo, pero quien los entiende,ustedes mismos se denigran  no q ser gay es un orgullo y lo mejor q le puede pasar a un hombre, ay mi pandilla cada día peor!",10h,2024-05-08T15:54:29.000Z
༒•Marcos García C.•༒,@Marcogar7,https://pbs.twimg.com/media/GM_IxxxXgAAge3F?format=jpg&name=360x360,1,2,1,98,https://twitter.com/Marcogar7/status/1787868337667481976,https://twitter.com/Marcogar7,"Y a este discurso arrogante y fanático en el que desprecio abiertamente el criterio ajeno, lo llamaré: ""Mi humilde opinión"".

Juan Arévalo (1921-2000)

Militar mexicano.
/
(La humildad, cuando se autoatribuye, es la mayor manifestación de vanidad que el hombre pueda expresar).",7 may.,2024-05-07T15:33:23.000Z
Sagacidad418,@24c9b480926341d,"https://pbs.twimg.com/ext_tw_video_thumb/1787969224859586560/pu/img/D46p_UsDR1p3K6VA.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1787969224859586560/pu/img/D46p_UsDR1p3K6VA.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1787969224859586560/pu/img/D46p_UsDR1p3K6VA.jpg",1,,,13,https://twitter.com/24c9b480926341d/status/1788295244468924555,https://twitter.com/24c9b480926341d,"Se los dije, el hombre sabe trabajar CARAJO!",6h,2024-05-08T19:49:45.000Z
Telemetro Reporta,@TReporta,"https://pbs.twimg.com/ext_tw_video_thumb/1787588096797650944/pu/img/V4mwqXHNdaREdn4m.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1787588096797650944/pu/img/V4mwqXHNdaREdn4m.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1787588096797650944/pu/img/V4mwqXHNdaREdn4m.jpg",15,35,8,6 mil,https://twitter.com/TReporta/status/1787595706770809105,https://twitter.com/TReporta,"Unidades de @ProtegeryServir aprehendieron a un hombre que se dedica a cuidar vehículos en Calidonia y que amenazó con un cuchillo a varios conductores. #TReporta
Vídeo: @MinSegPma",6 may.,2024-05-06T21:30:03.000Z
Telemetro Reporta,@TReporta,"https://pbs.twimg.com/media/GM15JUvWMAA2wp3?format=jpg&name=360x360, https://pbs.twimg.com/media/GM15JUvWMAA2wp3?format=jpg&name=360x360",36,91,18,13 mil,https://twitter.com/TReporta/status/1787217906238918752,https://twitter.com/TReporta,"Tras una denuncia en redes sociales unidades de la @ProtegeryServir aprehendieron a un hombre de nacionalidad venezolana que supuestamente mostró sus partes íntimas a una usuaria en la estación del Metro de Panamá en Villa Lucre.

Según lo expuesto por la víctima, el ciudadano…",5 may.,2024-05-05T20:28:48.000Z
Andrea,@shaymarisss,,,1,,23,https://twitter.com/shaymarisss/status/1787268467944505591,https://twitter.com/shaymarisss,No puedo explicar cuánto me encanta ese hombre,5 may.,2024-05-05T23:49:43.000Z
Gabriel Perea,@gabrieljperear,"https://pbs.twimg.com/media/GMdQ8TfWMAEzEJt?format=png&name=small, https://pbs.twimg.com/media/GMdQ8TfWMAEzEJt?format=png&name=small",,,3,269,https://twitter.com/gabrieljperear/status/1785484776100491515,https://twitter.com/gabrieljperear,"Soy hombre de TI y la IA es certera ahí no habían 10,000 porque tendrían que llenar a más no poder las calles aledañas, asi que digamos 3000 fueron a ese cierre. Y si no me creen hacemos otro analisis con una buena foto aérea.",30 abr.,2024-05-01T01:41:57.000Z
Reten_Chiriqui,@RetenChiriqui,"https://pbs.twimg.com/media/GM-rcvsWgAAqLOc?format=jpg&name=small, https://pbs.twimg.com/media/GM-rcvsWgAAqLOc?format=jpg&name=small",,2,,338,https://twitter.com/RetenChiriqui/status/1787836088725246089,https://twitter.com/RetenChiriqui,"Primos se dan filo en San Félix, uno está grave
El hombre de 35 años fue recluido en el hospital la tarde de este lunes en David

Un masculino llegó gravemente herido en el cuello luego de sostener una riña con su primo, hecho ocurrido en Las Lajas 

https://elsiglo.com.pa/cronica-roja/primos-se-dan-filo-en-san-felix-uno-esta-grave-KE7240628…",7 may.,2024-05-07T13:25:14.000Z
Jennifer Torres,@Jennitorresg,,3,2,2,749,https://twitter.com/Jennitorresg/status/1786416076571513248,https://twitter.com/Jennitorresg,Que ganas de estar en una playa paradisíaca con mi hombre.,3 may.,2024-05-03T15:22:37.000Z
Anghia De Martinez,@Anghialucero,https://pbs.twimg.com/tweet_video_thumb/GMiVz2cXIAAgyjy.jpg,,1,,94,https://twitter.com/Anghialucero/status/1785841979986739449,https://twitter.com/Anghialucero,"En cualquier gobierno, quien decide si es hombre o mujer es Dios no un gobierno.",1 may.,2024-05-02T01:21:22.000Z
Zaray A.,@ZarayDiaz12,,2,3,,691,https://twitter.com/ZarayDiaz12/status/1786589650720608336,https://twitter.com/ZarayDiaz12,"Ese hombre es y seguirá siendo mi debilidad así pasen días, meses y años",3 may.,2024-05-04T02:52:20.000Z
Armando,@Boogiepop_1112,,4,11,2,388,https://twitter.com/Boogiepop_1112/status/1788045326038733206,https://twitter.com/Boogiepop_1112,Xuxa como odio al hombre hetero promedio que se pone pechon cuando le está tirando a una guial,22h,2024-05-08T03:16:40.000Z
Julio,@juliogilkes,,1,4,1,270,https://twitter.com/juliogilkes/status/1787896491291328972,https://twitter.com/juliogilkes,Un verdadero hombre mata por su mujer desde tiempos primitivos,7 may.,2024-05-07T17:25:15.000Z
gsus,@gsus_0502,"https://pbs.twimg.com/media/GM1h6vPX0AA3UA1?format=jpg&name=small, https://pbs.twimg.com/media/GM1h6vPX0AA3UA1?format=jpg&name=small",,2,,180,https://twitter.com/gsus_0502/status/1787238519330443404,https://twitter.com/gsus_0502,"Estoy enamorado de este hombre, dios mio",5 may.,2024-05-05T21:50:42.000Z
Mixe,@mixelaaaaaa,,,,1,252,https://twitter.com/mixelaaaaaa/status/1787669393658249455,https://twitter.com/mixelaaaaaa,Mi hombre que resuelve,6 may.,2024-05-07T02:22:51.000Z
robdeniro⚯͛,@erre_de,"https://pbs.twimg.com/media/GM3_BzmWIAARjf4?format=jpg&name=small, https://pbs.twimg.com/media/GM3_BzmWIAARjf4?format=jpg&name=small",5,30,1,2 mil,https://twitter.com/erre_de/status/1787479688274657502,https://twitter.com/erre_de,"Desde que estaba en 4to grado de la escuela este hombre estaba en la asamblea. FINALMENTE, NO VA MÁS!",6 may.,2024-05-06T13:49:02.000Z
Reten_Chiriqui,@RetenChiriqui,"https://pbs.twimg.com/media/GMf-hK7WIAEJC82?format=jpg&name=small, https://pbs.twimg.com/media/GMf-hK7WIAEJC82?format=jpg&name=small",,,,329,https://twitter.com/RetenChiriqui/status/1785675624641626205,https://twitter.com/RetenChiriqui,"Conductor lo arrolló y se fugó en Tierras Altas

Un hombre fue atropellado en la comunidad de Los Cántaros, en Tierras Altas, provincia de Chiriquí. El suceso ocurrió la mañana de este martes, el conductor involucrado en este accidente se dio a la fuga.

https://elsiglo.com.pa/cronica-roja/conductor-lo-arrollo-y-se-fugo-IC7172857…",1 may.,2024-05-01T14:20:19.000Z
,@speaknww,,,,,251,https://twitter.com/speaknww/status/1787293528680173968,https://twitter.com/speaknww,nunca estuve tan triste no vuelvo a amar a un hombre .,5 may.,2024-05-06T01:29:18.000Z
Kaysie,@Kay09__,"https://pbs.twimg.com/media/GM1h6vPX0AA3UA1?format=jpg&name=small, https://pbs.twimg.com/media/GM1h6vPX0AA3UA1?format=jpg&name=small",,2,,84,https://twitter.com/Kay09__/status/1787222584565600348,https://twitter.com/Kay09__,Me encanta este hombre.,5 may.,2024-05-05T20:47:23.000Z
CocoFullHD,@CocoFullHD,https://pbs.twimg.com/media/GM2a94JWMAEMP8B?format=jpg&name=900x900,,,,105,https://twitter.com/CocoFullHD/status/1787330535641235715,https://twitter.com/CocoFullHD,De un hombre feliz y contento porque SABE que debería estar preso ya,5 may.,2024-05-06T03:56:21.000Z
Daisy Luna,@DaysiPS,"https://pbs.twimg.com/amplify_video_thumb/1787617876863557632/img/P7ENabqXIaxHPfNt.jpg, https://pbs.twimg.com/amplify_video_thumb/1787617876863557632/img/P7ENabqXIaxHPfNt.jpg, https://pbs.twimg.com/amplify_video_thumb/1787617876863557632/img/P7ENabqXIaxHPfNt.jpg",,2,,50,https://twitter.com/DaysiPS/status/1787850955544789389,https://twitter.com/DaysiPS,La belleza de este hombre,7 may.,2024-05-07T14:24:19.000Z
Karimo,@karimosc91,,1,10,3,331,https://twitter.com/karimosc91/status/1787285763551334593,https://twitter.com/karimosc91,Cómo va el que nace hombre y es hombre,5 may.,2024-05-06T00:58:26.000Z
§Mazi§,@maziwest07,"https://pbs.twimg.com/tweet_video_thumb/GMn8neQWwAAeGcB.jpg, https://pbs.twimg.com/tweet_video_thumb/GMn8neQWwAAeGcB.jpg, https://pbs.twimg.com/tweet_video_thumb/GMn8neQWwAAeGcB.jpg",1,8,1,841,https://twitter.com/maziwest07/status/1786236485433200978,https://twitter.com/maziwest07,"El team galáctico enumerando las faltas para que castiguen a la Segura, Baladan, Curuba, la escalera, Melfi, el micrófono, el gimnasio  esa gente es como tonta, los nervios de ese hombre no eran normales. Vayan a rezar mejor  #LaCasaDeLosFamososCol",2 may.,2024-05-03T03:28:59.000Z
꧁✭Я✭꧂,@R0SSYB00P,"https://pbs.twimg.com/media/GMx_QTUXAAAecRF?format=jpg&name=small, https://pbs.twimg.com/media/GMx_QTUXAAAecRF?format=jpg&name=small",39,424,18,36 mil,https://twitter.com/R0SSYB00P/status/1786943072204394543,https://twitter.com/R0SSYB00P,"¡¡¡Isabella Santiago es expulsada por acosadors s3xu4l!!!

Entiendan, #NOesNO sin importar si eres hombre, mujer o trans.

El acoso es violencia.

#LaCasaDeLosFamososCol 
#LaCasaDeLosFamososColombia",4 may.,2024-05-05T02:16:42.000Z
𝓐,@011as_,,3,4,,340,https://twitter.com/011as_/status/1785886983425839437,https://twitter.com/011as_,Que hice mal en esta vida para que mi hombre tenga más culo que yo?,1 may.,2024-05-02T04:20:11.000Z
Juan de Dios Hernandez Sanjur.,@HERNANJUA,https://pbs.twimg.com/ext_tw_video_thumb/1786126090437582849/pu/img/hD3Z7nfslHoMVf0R.jpg,1,2,1,145,https://twitter.com/HERNANJUA/status/1786126182779326964,https://twitter.com/HERNANJUA,Fuera la campaña sucia. @RicardoLombanaG no apoya la unión matrimonial con personas del mismo sexo. Ha dicho Matrimonio sólo entre  hombre y mujer.  Lo demás es campaña.sucia por que ha superado al resto de los contendendpres.,2 may.,2024-05-02T20:10:41.000Z
Mayra Alejandra,@m_ale019,,1,18,3,751,https://twitter.com/m_ale019/status/1787309685600670204,https://twitter.com/m_ale019,Ustedes están escuchando a ese hombre hablar ?????????,5 may.,2024-05-06T02:33:30.000Z
Daniela,@danielaaaaag_,,106,433,15,11 mil,https://twitter.com/danielaaaaag_/status/1787114700771148198,https://twitter.com/danielaaaaag_,Mulino es el hombre mas INMAMABLE que existe en este mundo. Que tipo tan despota y grosero con todos los periodistas y con todos con esa cara de nalga que carga todo el día,5 may.,2024-05-05T13:38:42.000Z
Diario DiaaDia,@DiaaDiaPa,https://pbs.twimg.com/ext_tw_video_thumb/1787956842632450048/pu/img/sURuBACzx2_bftVe.jpg,1,1,,748,https://twitter.com/DiaaDiaPa/status/1787956874366902422,https://twitter.com/DiaaDiaPa,#ElPaísDD Aprehenden a un hombre por violar a una menor que conoció por Facebook http://diaadia.com.pa/el-pais/aprehenden-un-hombre-por-violar-una-menor-que-conocio-por-facebook-777433…,7 may.,2024-05-07T21:25:12.000Z
Gaviota,@gabbymo03,https://pbs.twimg.com/media/GM1h6vPX0AA3UA1?format=jpg&name=small,,1,,63,https://twitter.com/gabbymo03/status/1787268260741738773,https://twitter.com/gabbymo03,El único hombre que le creo y lo respeto,5 may.,2024-05-05T23:48:53.000Z
